,Unnamed: 0,Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
1926,1926,7,Fresh_Graduate,340703.0,,yes,normal,6,19.0,6.0,5.0,4.0,1,condominium,10.0,Sabah,1.0,10678.0,876620.0,17602.0,Accept,7
1927,1927,7,Fresh_Graduate,481175.0,,no,normal,6,,6.0,5.0,4.0,3,condominium,10.0,Sabah,,4503.0,867794.0,19883.0,Accept,8
1928,1928,7,Fresh_Graduate,471003.0,,yes,gold,6,,6.0,,4.0,3,condominium,10.0,Sabah,1.0,9508.0,569021.0,19712.0,Accept,7
1929,1929,7,Fresh_Graduate,351965.0,18.0,no,normal,6,19.0,6.0,5.0,4.0,1,condominium,10.0,Sabah,3.0,5215.0,989891.0,10670.0,Reject,9
1930,1930,7,Fresh_Graduate,,24.0,yes,,6,,6.0,5.0,,3,condominium,,Sabah,3.0,,438805.0,,Accept,9
1931,1931,7,Fresh_Graduate,409440.0,14.0,no,normal,6,19.0,6.0,,,2,condominium,10.0,Sabah,,,606667.0,,Accept,8
1932,1932,7,Fresh_Graduate,737666.0,,yes,gold,6,19.0,,,,2,condominium,10.0,Sabah,,3619.0,1295323.0,,Accept,6
1933,1933,7,Fresh_Graduate,101667.0,16.0,no,platinum,6,19.0,,,4.0,2,condominium,10.0,Sabah,2.0,10288.0,506433.0,7797.0,Accept,9
1934,1934,7,Fresh_Graduate,721707.0,15.0,yes,normal,6,19.0,6.0,,4.0,1,condominium,,Sabah,3.0,,1367722.0,,Reject,7
1935,1935,7,Fresh_Graduate,284312.0,15.0,no,normal,6,19.0,6.0,,4.0,3,condominium,10.0,Sabah,1.0,11977.0,688883.0,12831.0,Accept,8
1936,1936,7,Fresh_Graduate,201156.0,10.0,yes,gold,6,19.0,,,4.0,2,condominium,10.0,Sabah,3.0,4486.0,1037460.0,17220.0,Accept,9
1937,1937,7,Fresh_Graduate,160790.0,15.0,no,,6,19.0,6.0,,4.0,1,condominium,10.0,Sabah,,8971.0,970760.0,15344.0,Accept,9
1938,1938,7,Fresh_Graduate,479484.0,18.0,yes,normal,6,,6.0,5.0,,3,condominium,10.0,Sabah,2.0,,682804.0,16561.0,Accept,6
1939,1939,7,Fresh_Graduate,125399.0,19.0,no,normal,6,19.0,6.0,5.0,4.0,3,condominium,10.0,Sabah,,12010.0,,18315.0,Reject,6
1940,1940,7,Fresh_Graduate,225481.0,18.0,yes,gold,6,,,5.0,4.0,3,condominium,10.0,SWK,,4167.0,1092550.0,,Accept,6
1941,1941,7,Fresh_Graduate,699872.0,13.0,no,normal,6,19.0,6.0,5.0,,2,condominium,,SWK,2.0,5869.0,1183955.0,13084.0,Accept,9
1942,1942,7,Fresh_Graduate,,18.0,yes,platinum,6,19.0,6.0,5.0,4.0,2,condominium,10.0,SWK,3.0,8497.0,929346.0,,Accept,8
1943,1943,7,Fresh_Graduate,771554.0,12.0,no,platinum,6,19.0,6.0,,,1,condominium,10.0,SWK,3.0,9566.0,548085.0,,Reject,7
1944,1944,7,Fresh_Graduate,514818.0,,yes,normal,6,19.0,,5.0,4.0,1,condominium,10.0,SWK,2.0,,903341.0,,Accept,9
1945,1945,7,Fresh_Graduate,582544.0,16.0,no,gold,6,,6.0,5.0,4.0,3,,,SWK,,8122.0,746439.0,11220.0,Reject,6
1946,1946,7,Fresh_Graduate,,12.0,yes,gold,6,19.0,6.0,5.0,,2,condominium,,SWK,,9997.0,808201.0,,Accept,8
1947,1947,7,Fresh_Graduate,,19.0,no,platinum,6,19.0,,5.0,,3,condominium,10.0,SWK,2.0,,770828.0,18882.0,Accept,9
1948,1948,7,Fresh_Graduate,470315.0,12.0,yes,normal,6,19.0,,,,1,condominium,10.0,SWK,2.0,5318.0,872787.0,,Accept,8
1949,1949,7,Fresh_Graduate,625964.0,,no,normal,6,,6.0,,,3,,10.0,SWK,1.0,9676.0,587313.0,,Reject,6
1950,1950,7,Fresh_Graduate,,20.0,yes,platinum,6,19.0,6.0,,4.0,2,condominium,10.0,SWK,1.0,11520.0,1192369.0,16018.0,Accept,6
1951,1951,7,Fresh_Graduate,203642.0,,no,normal,6,19.0,6.0,5.0,4.0,1,condominium,10.0,SWK,2.0,12431.0,1370286.0,,Reject,9
1952,1952,7,Fresh_Graduate,757564.0,,yes,normal,6,,6.0,5.0,4.0,1,condominium,10.0,SWK,,8350.0,1065858.0,11005.0,Accept,6
1953,1953,7,Fresh_Graduate,256395.0,,no,gold,6,19.0,6.0,,,3,condominium,10.0,SWK,,9972.0,1318379.0,13302.0,Accept,6
1954,1954,7,Fresh_Graduate,101673.0,,yes,normal,6,19.0,6.0,5.0,,1,condominium,10.0,SWK,2.0,8561.0,1305334.0,18589.0,Accept,7
1955,1955,7,Fresh_Graduate,373000.0,15.0,no,platinum,6,19.0,6.0,,4.0,1,condominium,,SWK,3.0,,548893.0,15515.0,Accept,7
1956,1956,7,Fresh_Graduate,369403.0,13.0,yes,normal,6,19.0,6.0,5.0,,2,condominium,10.0,SWK,2.0,,1075948.0,11357.0,Reject,6
1957,1957,7,Fresh_Graduate,249722.0,11.0,no,normal,6,19.0,,5.0,4.0,1,condominium,10.0,SWK,2.0,11583.0,900209.0,,Reject,8
1958,1958,7,Fresh_Graduate,539447.0,23.0,yes,normal,6,19.0,,5.0,4.0,1,condominium,,SWK,1.0,3765.0,1341072.0,12767.0,Accept,8
1959,1959,7,Fresh_Graduate,,10.0,no,normal,6,,,5.0,4.0,1,condominium,,SWK,2.0,12510.0,1002611.0,,Reject,8
1960,1960,7,Fresh_Graduate,124485.0,23.0,yes,normal,6,19.0,6.0,5.0,,3,condominium,10.0,Trengganu,3.0,10110.0,964199.0,,Reject,6
1961,1961,7,Fresh_Graduate,313673.0,19.0,no,normal,6,19.0,,5.0,,1,condominium,10.0,Trengganu,1.0,,813007.0,8706.0,Accept,6
1962,1962,7,Fresh_Graduate,,13.0,yes,normal,6,19.0,6.0,,,1,condominium,10.0,Trengganu,,10339.0,1161759.0,12614.0,Accept,9
1963,1963,7,Fresh_Graduate,364328.0,,no,,6,,6.0,5.0,,3,condominium,,Trengganu,,4784.0,1274858.0,10804.0,Accept,9
1964,1964,7,Fresh_Graduate,751023.0,13.0,yes,gold,6,19.0,6.0,5.0,,3,,10.0,Trengganu,2.0,12119.0,845520.0,10383.0,Accept,9
1965,1965,7,Fresh_Graduate,,16.0,no,gold,6,19.0,6.0,,,3,,10.0,Trengganu,3.0,4011.0,825776.0,,Accept,8
1966,1966,7,Fresh_Graduate,433898.0,21.0,yes,platinum,6,19.0,6.0,,4.0,3,,10.0,Trengganu,,9856.0,1031954.0,,Accept,8
1967,1967,7,Fresh_Graduate,,12.0,no,gold,6,,,5.0,4.0,3,condominium,10.0,Trengganu,1.0,8908.0,583595.0,8001.0,Reject,6
1968,1968,7,Fresh_Graduate,660784.0,13.0,yes,normal,6,,6.0,5.0,,2,condominium,,Trengganu,3.0,,630096.0,14073.0,Accept,8
1969,1969,7,Fresh_Graduate,373257.0,24.0,no,gold,6,19.0,6.0,5.0,4.0,1,,,Trengganu,2.0,,620132.0,8966.0,Accept,7
1970,1970,7,Fresh_Graduate,,23.0,yes,normal,6,19.0,,5.0,4.0,1,condominium,10.0,Trengganu,,6197.0,725214.0,,Reject,9
1971,1971,7,Fresh_Graduate,218927.0,13.0,no,normal,6,19.0,,,4.0,3,condominium,,Trengganu,,8783.0,,,Accept,6
1972,1972,7,Fresh_Graduate,548428.0,17.0,yes,normal,6,,6.0,5.0,,3,condominium,10.0,Trengganu,2.0,4706.0,791402.0,,Accept,9
1973,1973,7,Fresh_Graduate,507073.0,13.0,no,normal,6,19.0,6.0,5.0,4.0,3,condominium,10.0,Trengganu,2.0,6373.0,549930.0,11163.0,Reject,9
1974,1974,7,Fresh_Graduate,,24.0,yes,normal,6,19.0,6.0,,4.0,1,condominium,10.0,Trengganu,1.0,3828.0,972876.0,15497.0,Accept,6
1975,1975,7,Fresh_Graduate,118923.0,13.0,no,normal,6,19.0,6.0,5.0,,1,condominium,10.0,Trengganu,2.0,8431.0,490989.0,16458.0,Accept,8
1976,1976,7,Fresh_Graduate,142721.0,12.0,yes,normal,6,19.0,6.0,,4.0,3,condominium,,Trengganu,1.0,4493.0,1060864.0,14975.0,Accept,9
1977,1977,7,Fresh_Graduate,756867.0,23.0,no,normal,6,,6.0,5.0,,1,condominium,,Trengganu,1.0,4653.0,1427133.0,10962.0,Reject,7
1978,1978,7,Fresh_Graduate,,20.0,yes,gold,6,19.0,,,4.0,3,condominium,10.0,Trengganu,3.0,6266.0,618817.0,18384.0,Accept,7
1979,1979,7,Fresh_Graduate,796686.0,10.0,no,normal,6,,6.0,,4.0,2,condominium,10.0,Trengganu,,5164.0,1006140.0,15560.0,Accept,8
1980,1980,7,Fresh_Graduate,,18.0,yes,gold,6,19.0,6.0,,4.0,1,condominium,,Kedah,,4814.0,1092161.0,11894.0,Reject,6
1981,1981,7,Fresh_Graduate,,13.0,no,gold,6,19.0,6.0,5.0,4.0,2,condominium,10.0,Kedah,,,926353.0,15574.0,Accept,9
1982,1982,7,Fresh_Graduate,515397.0,21.0,yes,normal,6,,6.0,5.0,,1,condominium,10.0,Kedah,1.0,8297.0,708427.0,,Accept,6
1983,1983,7,Fresh_Graduate,466506.0,17.0,no,normal,6,19.0,6.0,5.0,,1,,10.0,Kedah,,3720.0,1048103.0,,Accept,6
1984,1984,7,Fresh_Graduate,601256.0,16.0,yes,platinum,6,19.0,6.0,5.0,4.0,3,,10.0,Kedah,2.0,7173.0,578813.0,10574.0,Accept,8
1985,1985,7,Fresh_Graduate,593106.0,17.0,no,gold,6,19.0,6.0,5.0,,3,condominium,,Kedah,1.0,11502.0,1412526.0,16275.0,Accept,8
1986,1986,7,Fresh_Graduate,,10.0,yes,normal,6,19.0,6.0,,4.0,2,condominium,10.0,Kedah,1.0,4083.0,611698.0,14000.0,Reject,6
1987,1987,7,Fresh_Graduate,309550.0,24.0,no,normal,6,19.0,,5.0,4.0,1,,,Kedah,,5213.0,1358855.0,,Accept,7
1988,1988,7,Fresh_Graduate,,,yes,gold,6,,6.0,,4.0,2,condominium,10.0,Kedah,3.0,,1397560.0,8018.0,Accept,9
1989,1989,7,Fresh_Graduate,731015.0,10.0,no,gold,6,19.0,6.0,5.0,,3,condominium,10.0,Kedah,,11135.0,,16248.0,Accept,8
1990,1990,7,Fresh_Graduate,176253.0,10.0,yes,gold,6,19.0,,,4.0,1,condominium,10.0,Kedah,2.0,9932.0,771839.0,,Accept,8
1991,1991,7,Fresh_Graduate,,,no,normal,6,19.0,6.0,,4.0,1,condominium,10.0,Kedah,,6899.0,541331.0,13217.0,Reject,7
1992,1992,7,Fresh_Graduate,144859.0,16.0,yes,gold,6,19.0,,5.0,,2,condominium,10.0,Kedah,,7703.0,1031800.0,17441.0,Accept,6
1993,1993,7,Fresh_Graduate,535214.0,23.0,no,gold,6,19.0,6.0,5.0,,2,condominium,,Kedah,2.0,8752.0,1053941.0,17102.0,Reject,7
1994,1994,7,Fresh_Graduate,422331.0,23.0,yes,normal,6,,6.0,5.0,4.0,1,condominium,10.0,Kedah,3.0,5702.0,,,Reject,7
1995,1995,7,Fresh_Graduate,582574.0,11.0,no,gold,6,19.0,6.0,5.0,,1,condominium,,Kedah,,,636933.0,,Accept,9
1996,1996,7,Fresh_Graduate,478593.0,24.0,yes,normal,6,19.0,,5.0,,3,condominium,10.0,Kedah,3.0,10560.0,718453.0,16830.0,Accept,7
1997,1997,7,Fresh_Graduate,,17.0,no,normal,6,19.0,,,,3,condominium,10.0,Kedah,3.0,,998304.0,14361.0,Accept,8
1998,1998,7,Fresh_Graduate,668457.0,10.0,yes,normal,6,,6.0,5.0,4.0,1,condominium,10.0,Kedah,,11131.0,778633.0,,Accept,7
1999,1999,7,Fresh_Graduate,456246.0,11.0,no,gold,6,19.0,6.0,,4.0,2,condominium,10.0,Kedah,3.0,,1171283.0,11214.0,Accept,9
2000,2000,5,employee,152802.0,,yes,normal,2,13.0,4.0,,1.0,1,flat,,Kuala Lumpur,1.0,10578.0,438998.0,,Reject,7
2001,2001,5,employee,152733.0,14.0,no,normal,2,,4.0,2.0,,1,,13.0,Kuala Lumpur,,4982.0,540495.0,,Accept,7
2002,2002,5,employee,361444.0,14.0,yes,normal,2,,,,1.0,2,flat,13.0,Kuala Lumpur,,10043.0,,,Accept,8
2003,2003,5,employee,173051.0,12.0,no,normal,2,13.0,4.0,2.0,1.0,3,flat,13.0,Kuala Lumpur,1.0,6696.0,755062.0,18830.0,Accept,8
2004,2004,5,employee,,21.0,yes,gold,2,,4.0,,,3,flat,13.0,Kuala Lumpur,3.0,5210.0,493203.0,16701.0,Accept,9
2005,2005,5,employee,783076.0,23.0,no,gold,2,,,2.0,,1,flat,13.0,Kuala Lumpur,,5406.0,531214.0,7882.0,Accept,6
2006,2006,5,employee,754301.0,24.0,yes,gold,2,13.0,4.0,,,3,flat,13.0,Kuala Lumpur,1.0,9094.0,786873.0,17582.0,Accept,7
2007,2007,5,employee,,23.0,no,normal,2,13.0,4.0,2.0,1.0,1,flat,13.0,Kuala Lumpur,,4609.0,1194434.0,17246.0,Accept,8
2008,2008,5,employee,435034.0,10.0,yes,normal,2,13.0,4.0,2.0,1.0,3,flat,13.0,Kuala Lumpur,,11562.0,1374796.0,19447.0,Accept,8
2009,2009,5,employee,315373.0,24.0,no,gold,2,13.0,4.0,,1.0,3,flat,13.0,Kuala Lumpur,2.0,,883799.0,8064.0,Accept,8
2010,2010,5,employee,,10.0,yes,normal,2,13.0,,2.0,1.0,2,flat,13.0,Kuala Lumpur,,5704.0,622861.0,,Accept,6
2011,2011,5,employee,141056.0,10.0,no,normal,2,13.0,4.0,2.0,,3,flat,13.0,Kuala Lumpur,,10953.0,876921.0,18059.0,Reject,6
2012,2012,5,employee,783386.0,,yes,,2,13.0,4.0,2.0,1.0,3,flat,13.0,Kuala Lumpur,3.0,,1230774.0,8927.0,Accept,6
2013,2013,5,employee,460100.0,12.0,no,normal,2,13.0,4.0,2.0,1.0,3,flat,13.0,Kuala Lumpur,2.0,6017.0,1330422.0,8592.0,Accept,8
2014,2014,5,employee,326642.0,,yes,normal,2,13.0,4.0,2.0,1.0,1,flat,13.0,Kuala Lumpur,,11770.0,684627.0,,Accept,8
2015,2015,5,employee,374968.0,,no,gold,2,,,,1.0,1,flat,13.0,Kuala Lumpur,3.0,,1354863.0,13003.0,Accept,7
2016,2016,5,employee,386815.0,,yes,normal,2,,4.0,2.0,1.0,2,flat,13.0,Kuala Lumpur,2.0,7830.0,1332222.0,17247.0,Accept,9
2017,2017,5,employee,,,no,normal,2,13.0,,2.0,1.0,2,flat,13.0,Kuala Lumpur,,8373.0,742281.0,18034.0,Accept,7
2018,2018,5,employee,154470.0,20.0,yes,normal,2,,4.0,2.0,1.0,2,flat,13.0,Kuala Lumpur,,5329.0,454882.0,10847.0,Accept,8
2019,2019,5,employee,,15.0,no,platinum,2,13.0,4.0,2.0,1.0,2,flat,13.0,Kuala Lumpur,2.0,12504.0,808370.0,10790.0,Reject,9
2020,2020,5,employee,661233.0,18.0,yes,normal,2,13.0,,,1.0,2,flat,,Kuala Lumpur,2.0,,813833.0,,Reject,7
2021,2021,5,employee,255679.0,21.0,no,gold,2,13.0,4.0,2.0,1.0,1,flat,13.0,Kuala Lumpur,3.0,10337.0,,,Reject,8
2022,2022,5,employee,,14.0,yes,,2,13.0,4.0,,1.0,1,flat,13.0,Kuala Lumpur,1.0,,423946.0,16960.0,Accept,9
2023,2023,5,employee,354468.0,10.0,no,gold,2,13.0,,2.0,1.0,2,,,Kuala Lumpur,,7501.0,597089.0,10859.0,Accept,9
2024,2024,5,employee,264198.0,19.0,yes,gold,2,13.0,,2.0,1.0,1,flat,13.0,Kuala Lumpur,,3982.0,745353.0,,Accept,6
2025,2025,5,employee,532388.0,,no,normal,2,13.0,4.0,2.0,1.0,1,,13.0,Kuala Lumpur,1.0,4607.0,854792.0,19506.0,Reject,9
2026,2026,5,employee,418285.0,,yes,normal,2,13.0,4.0,2.0,1.0,2,flat,,Kuala Lumpur,3.0,6786.0,1132938.0,9232.0,Reject,9
2027,2027,5,employee,622679.0,,no,gold,2,,4.0,,1.0,2,,13.0,Kuala Lumpur,1.0,4902.0,693791.0,8402.0,Accept,7
2028,2028,5,employee,407596.0,18.0,yes,normal,2,13.0,4.0,2.0,1.0,2,flat,13.0,Kuala Lumpur,3.0,,1047739.0,,Reject,7
2029,2029,5,employee,,15.0,no,normal,2,13.0,4.0,2.0,1.0,1,flat,,Kuala Lumpur,1.0,4104.0,481441.0,10933.0,Accept,9
2030,2030,5,employee,233882.0,18.0,yes,platinum,2,,,,1.0,3,flat,13.0,Kuala Lumpur,2.0,11619.0,1377443.0,16303.0,Accept,8
2031,2031,5,employee,,23.0,no,normal,2,,,2.0,1.0,1,flat,,Kuala Lumpur,2.0,7349.0,1379160.0,18445.0,Accept,8
2032,2032,5,employee,,14.0,yes,normal,2,,,2.0,,3,,13.0,Kuala Lumpur,1.0,,1068411.0,12712.0,Accept,8
2033,2033,5,employee,163525.0,20.0,no,gold,2,,4.0,2.0,,3,,,Kuala Lumpur,,5209.0,544335.0,16557.0,Accept,6
2034,2034,5,employee,512435.0,13.0,yes,normal,2,,,2.0,,2,flat,13.0,Kuala Lumpur,2.0,8194.0,1303397.0,19887.0,Reject,6
2035,2035,5,employee,612057.0,19.0,no,normal,2,,4.0,,,2,flat,13.0,Kuala Lumpur,,5591.0,,,Accept,8
2036,2036,5,employee,449699.0,23.0,yes,platinum,2,,4.0,,,2,flat,,Kuala Lumpur,,6068.0,1282161.0,14939.0,Accept,7
2037,2037,5,employee,,19.0,no,normal,2,13.0,4.0,2.0,,1,flat,13.0,Kuala Lumpur,,7009.0,1132897.0,9915.0,Accept,8
2038,2038,5,employee,,14.0,yes,normal,2,13.0,4.0,2.0,,1,flat,13.0,Kuala Lumpur,,,886710.0,,Accept,9
2039,2039,5,employee,,,no,platinum,2,,4.0,,1.0,3,flat,13.0,Kuala Lumpur,2.0,9983.0,1128316.0,11291.0,Reject,7
2040,2040,5,employee,565131.0,20.0,yes,normal,2,13.0,4.0,,1.0,1,flat,,Kuala Lumpur,2.0,8824.0,940986.0,19693.0,Reject,8
2041,2041,5,employee,,,no,gold,2,13.0,4.0,2.0,1.0,2,flat,13.0,Kuala Lumpur,3.0,,1330073.0,17821.0,Reject,9
2042,2042,5,employee,539754.0,20.0,yes,normal,2,13.0,,,1.0,2,flat,13.0,Kuala Lumpur,,9204.0,959267.0,14295.0,Accept,6
2043,2043,5,employee,,18.0,no,normal,2,13.0,,2.0,1.0,3,flat,,Kuala Lumpur,1.0,,628561.0,13254.0,Accept,6
2044,2044,5,employee,310129.0,12.0,yes,normal,2,,4.0,,1.0,3,flat,13.0,Kuala Lumpur,2.0,,545296.0,,Accept,9
2045,2045,5,employee,477197.0,16.0,no,gold,2,13.0,4.0,,1.0,2,flat,13.0,Kuala Lumpur,1.0,,1193268.0,,Accept,9
2046,2046,5,employee,,15.0,yes,normal,2,13.0,4.0,,,2,flat,13.0,Kuala Lumpur,1.0,12165.0,651014.0,,Accept,7
2047,2047,5,employee,554620.0,14.0,no,normal,2,,,,,3,flat,13.0,Kuala Lumpur,2.0,12326.0,904270.0,19063.0,Accept,6
2048,2048,5,employee,319651.0,24.0,yes,gold,2,13.0,4.0,,,3,flat,13.0,Kuala Lumpur,,,853161.0,16750.0,Accept,7
2049,2049,5,employee,347936.0,,no,platinum,2,13.0,,,,3,flat,13.0,Kuala Lumpur,,4687.0,1325920.0,,Accept,9
2050,2050,5,employee,,21.0,yes,normal,2,13.0,,,,1,flat,13.0,Kuala Lumpur,2.0,12530.0,1290850.0,15521.0,Accept,6
2051,2051,5,employee,796559.0,,no,gold,2,13.0,,2.0,1.0,3,,13.0,Kuala Lumpur,,5409.0,,,Accept,9
2052,2052,5,employee,,10.0,yes,gold,2,,4.0,2.0,,1,flat,13.0,Kuala Lumpur,,,1004364.0,13024.0,Accept,8
2053,2053,5,employee,,23.0,no,normal,2,13.0,4.0,,1.0,2,,,Kuala Lumpur,3.0,3655.0,456091.0,,Accept,8
2054,2054,5,employee,,,yes,gold,2,,4.0,,1.0,3,,13.0,Kuala Lumpur,2.0,5916.0,459641.0,12033.0,Accept,9
2055,2055,5,employee,516692.0,15.0,no,gold,2,13.0,,2.0,1.0,3,,13.0,Kuala Lumpur,1.0,4346.0,,,Accept,9
2056,2056,5,employee,125582.0,,yes,gold,2,13.0,4.0,2.0,1.0,2,flat,13.0,Kuala Lumpur,2.0,4324.0,1362446.0,11752.0,Accept,6
2057,2057,5,employee,609663.0,19.0,no,normal,2,,4.0,2.0,,2,flat,13.0,Kuala Lumpur,,7280.0,1056389.0,,Reject,9
2058,2058,5,employee,,,yes,gold,2,13.0,,2.0,1.0,2,flat,,Kuala Lumpur,2.0,8499.0,1131459.0,9752.0,Accept,8
2059,2059,5,employee,,11.0,no,gold,2,13.0,4.0,2.0,,3,flat,13.0,Kuala Lumpur,,3754.0,,13602.0,Reject,9
2060,2060,5,employee,433474.0,10.0,yes,normal,2,,4.0,2.0,1.0,2,flat,13.0,Kuala Lumpur,1.0,10880.0,1013527.0,,Accept,6
2061,2061,5,employee,764285.0,22.0,no,gold,2,,4.0,2.0,,3,flat,13.0,Kuala Lumpur,,6011.0,1307495.0,18958.0,Accept,9
2062,2062,5,employee,578796.0,,yes,normal,2,13.0,,2.0,1.0,3,flat,13.0,Kuala Lumpur,1.0,11907.0,1028244.0,13158.0,Accept,7
2063,2063,5,employee,301882.0,13.0,no,platinum,2,,,2.0,1.0,3,flat,13.0,Kuala Lumpur,3.0,7686.0,1315986.0,,Accept,9
2064,2064,5,employee,157764.0,11.0,yes,gold,2,13.0,4.0,,1.0,1,flat,13.0,Kuala Lumpur,3.0,11794.0,577102.0,,Reject,8
2065,2065,5,employee,600032.0,21.0,no,normal,2,,4.0,2.0,,1,flat,,Kuala Lumpur,3.0,8550.0,1129991.0,,Reject,9
2066,2066,5,employee,674507.0,24.0,yes,gold,2,13.0,4.0,2.0,,1,flat,,Kuala Lumpur,,4318.0,1207971.0,,Accept,9
2067,2067,5,employee,,16.0,no,normal,2,13.0,,2.0,1.0,3,flat,13.0,Kuala Lumpur,1.0,,1302170.0,13300.0,Accept,6
2068,2068,5,employee,629914.0,14.0,yes,normal,2,13.0,4.0,,1.0,2,flat,13.0,Kuala Lumpur,2.0,6443.0,771025.0,16517.0,Accept,7
2069,2069,5,employee,120186.0,19.0,no,normal,2,,4.0,2.0,1.0,2,flat,13.0,Kuala Lumpur,3.0,9909.0,713735.0,,Accept,8
2070,2070,5,employee,110979.0,15.0,yes,normal,2,13.0,,2.0,,3,flat,13.0,Kuala Lumpur,,10422.0,1262544.0,,Accept,6
2071,2071,5,employee,251819.0,18.0,no,platinum,2,13.0,4.0,,1.0,2,flat,13.0,Kuala Lumpur,2.0,7009.0,1100867.0,12277.0,Accept,9
2072,2072,5,employee,,13.0,yes,gold,2,,4.0,2.0,1.0,1,flat,,Kuala Lumpur,,,521399.0,,Reject,9
2073,2073,5,employee,757902.0,,no,gold,2,13.0,4.0,,1.0,1,flat,13.0,Kuala Lumpur,2.0,,792406.0,,Accept,9
2074,2074,5,employee,101165.0,14.0,yes,normal,2,13.0,4.0,,,1,flat,13.0,Kuala Lumpur,,9477.0,1202085.0,16268.0,Accept,7
2075,2075,5,employee,619567.0,16.0,no,gold,2,13.0,,,1.0,1,flat,13.0,Kuala Lumpur,1.0,10377.0,1154415.0,,Reject,9
2076,2076,5,employee,764662.0,19.0,yes,normal,2,13.0,4.0,2.0,1.0,2,flat,,Kuala Lumpur,,8152.0,1313969.0,,Reject,6
2077,2077,5,employee,,,no,normal,2,13.0,4.0,2.0,1.0,1,flat,13.0,Kuala Lumpur,2.0,11266.0,1329216.0,14799.0,Reject,6
2078,2078,5,employee,528268.0,,yes,gold,2,13.0,4.0,2.0,1.0,1,flat,13.0,Kuala Lumpur,1.0,,1249273.0,15132.0,Accept,8
2079,2079,5,employee,263226.0,15.0,no,normal,2,13.0,4.0,,,2,flat,,Kuala Lumpur,1.0,9989.0,761553.0,,Reject,6
2080,2080,5,employee,,15.0,yes,gold,2,13.0,4.0,2.0,1.0,1,flat,13.0,Kuala Lumpur,3.0,,,,Reject,6
2081,2081,5,employee,751020.0,,no,platinum,2,13.0,4.0,2.0,,3,flat,13.0,Kuala Lumpur,3.0,12433.0,1209626.0,14101.0,Accept,6
2082,2082,5,employee,174386.0,20.0,yes,gold,2,13.0,4.0,2.0,1.0,2,flat,13.0,Kuala Lumpur,,11394.0,882547.0,,Reject,8
2083,2083,5,employee,717374.0,,no,normal,2,13.0,,,,3,flat,13.0,Kuala Lumpur,1.0,11187.0,1384624.0,,Reject,6
2084,2084,5,employee,206307.0,17.0,yes,gold,2,13.0,4.0,2.0,,3,,13.0,Kuala Lumpur,,4946.0,1188463.0,,Accept,7
2085,2085,5,employee,510116.0,18.0,no,platinum,2,13.0,4.0,,,1,flat,,Kuala Lumpur,1.0,8429.0,772529.0,,Reject,6
2086,2086,5,employee,757310.0,19.0,yes,gold,2,13.0,,,,2,flat,,Kuala Lumpur,1.0,4535.0,1376337.0,13689.0,Accept,7
2087,2087,5,employee,286353.0,11.0,no,normal,2,13.0,4.0,2.0,,1,flat,,Kuala Lumpur,3.0,7165.0,594468.0,10373.0,Accept,7
2088,2088,5,employee,697642.0,,yes,normal,2,13.0,4.0,2.0,1.0,1,flat,13.0,Kuala Lumpur,1.0,8453.0,1173758.0,17004.0,Reject,7
2089,2089,5,employee,275658.0,18.0,no,gold,2,13.0,4.0,2.0,,3,flat,13.0,Kuala Lumpur,2.0,10303.0,1419996.0,,Accept,6
2090,2090,5,employee,250046.0,23.0,yes,normal,2,,4.0,2.0,,2,flat,13.0,Kuala Lumpur,1.0,5635.0,893703.0,8441.0,Accept,8
2091,2091,5,employee,,,no,gold,2,13.0,4.0,2.0,1.0,2,flat,,Kuala Lumpur,1.0,7553.0,652491.0,,Accept,6
2092,2092,5,employee,353641.0,21.0,yes,,2,13.0,4.0,2.0,1.0,3,flat,,Kuala Lumpur,1.0,5456.0,462134.0,13644.0,Accept,8
2093,2093,5,employee,505888.0,18.0,no,gold,2,13.0,4.0,,1.0,3,flat,13.0,Kuala Lumpur,1.0,12181.0,445315.0,12874.0,Accept,7
2094,2094,5,employee,476071.0,11.0,yes,gold,2,13.0,4.0,,1.0,1,flat,13.0,Kuala Lumpur,3.0,,714497.0,16588.0,Accept,8
2095,2095,5,employee,,,no,,2,13.0,4.0,2.0,1.0,3,flat,13.0,Kuala Lumpur,,8018.0,574424.0,,Accept,9
2096,2096,5,employee,,13.0,yes,normal,2,,4.0,2.0,,2,flat,,Kuala Lumpur,2.0,9392.0,1171232.0,15474.0,Reject,8
2097,2097,5,employee,605933.0,,no,normal,2,13.0,4.0,,1.0,2,flat,13.0,Kuala Lumpur,3.0,,1002607.0,18272.0,Accept,7
2098,2098,5,employee,,14.0,yes,,2,,4.0,2.0,1.0,2,,13.0,Kuala Lumpur,2.0,,1131642.0,,Accept,8
2099,2099,5,employee,105265.0,18.0,no,normal,2,13.0,,,1.0,1,flat,13.0,Kuala Lumpur,3.0,,1077170.0,14878.0,Accept,6
